entity,prefix,reference,name,description,design-code-categories,organisation,design-code,documentation-url,document-url,start-date,end-date,entry-date
,design-code-rule,lasvdc-ia-2-3,"IA2.3 Drainage ",,working-with-water;suds,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-2-4,"IA2.4 Trees ",,street-trees,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-1,"IA3.1 Housing Density ",,density,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-2,"IA3.2 Party Wall ",,whether-buildings-join,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-3,"IA3.3 Frontage ",,building-line;boundaries-edges;active-frontage,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-4,"IA3.4 Urban Grain  ",,types-forms;blocks,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-5,"IA3.5 Building Line ",,boundaries-edges;building-line,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-6,"IA3.6 Urban Form and Grain ",,types-forms;blocks,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-3-7,"IA3.7 Height and Enclosure ",,height;tall-buildings,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-4-1,"IA4.1 Boundary Treatment ",,boundaries-edges;building-line,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-4-2,"IA4.2 Architecture ",,local-character,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-4-3,"IA4.3 Conservation Area ",,local-character;heritage-assets;historic-assessment,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-4-4,IA5.1 The Street Hierarchy,,street-hierarchy;street-network,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-5-2,"IA5.2 Street Design ",,inclusive-streets;street-hierarchy,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-7-1,"IA7.1 Space Standards ",,space-standards,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-7-3,"IA7.3 Private outdoor space ",,gardens-balconies,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-7-2,"IA7.2 Lighting, Noise and
Privacy ",,light-aspect-privacy,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-7-4,IA7.4 Security,,security;secured-by-design,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-6-0,IA6 Use,,use;mix,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-8-1,"IA8.1 Energy Efficiency ",,energy-efficiency,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-8-2,"IA8.2 Renewable Energy ",,energy-hierarchy,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-8-3,IA8.3 Environmental,,resources,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-ia-9-1,IA9.1 Adoption Standards,,management-plan,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,trafford-design-code-SDP-1,Leading with landscape,"Applicants must demonstrate how landscape has informed and influenced the development from the beginning by retaining, enhancing and increasing the existing landscape.","landscape, biodiversity, net-gain",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-2,Connected Neighbourhoods,Applicants must demonstrate how proposals have been designed to connect into existing neighbourhoods and improve connectivity across the wider area.,"site-context, street-network, public-transport, cycling",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-3,Sustainable Movement,Applicants must demonstrate how their proposal enables and actively encourages active travel and sustainable movement patterns within the development site and its wider surroundings,"walking, cycling, public-transport",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-4,Respond to Place,Applicants must demonstrate how the context of the site has informed and influenced the layout and appearance of the development.,"site-assessment, local-character, master-planning",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-5,Design with Character and Beauty,Proposals must incorporate a level of detailing and articulation which adds visual interest and contributes to the beauty of Trafford,"design, local-character, public-art",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-6,"Safe, Inclusive and Accessible Places","Applicants must demonstrate that their developments are safe, inclusive and accessible.","inclusive-streets, accessibility, housing-for-all",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-7,Embrace New and Sustainable Ideas,"Applicants must demonstrate how they have incorporated modern
innovations and technology to improve the sustainability of
developments.","innovation, sustainability, energy-efficiency",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SDP-8,Designing Together,Applicants must demonstrate how their developments have been designed in partnership with stakeholders and the wider public.,"participation, community, design-of-buildings",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-1,Trees,The applicant must demonstrate that the proposed scheme complies with the ‘Tree’ best practice guidance set out within this chapter.,"biodiversity, street-trees, net-gain",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-2,Boundaries and Edges,The applicant must demonstrate that the proposed scheme complies with the ‘Tree’ best practice guidance set out within this chapter.,"boundaries-edges, biodiversity, street-trees",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-3,Protecting existing landscape features,The applicant must demonstrate that the proposed scheme complies with the ‘Protecting existing landscape features’ best practice guidance set out within this chapter.,"biodiversity, landscape, historic-assessment",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-4,Drainage and SuDS,The applicant must demonstrate that the proposed scheme complies with the ‘Drainage and Sustainable Drainage Solutions’ best practice guidance set out within this chapter.,"suds, flood-risk, working-with-water",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-5,Biodiversity,The applicant must demonstrate that the proposed scheme complies with the ‘Biodiversity’ best practice guidance set out within this chapter,"biodiversity, net-gain",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-6,Gardens and small spaces,"The applicant must demonstrate that the proposed scheme complies with the
‘Gardens and small spaces’ best practice guidance set out within this chapter.","gardens-balconies, biodiversity, os-provision",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-LNL-7,Management and Maintenance,The applicant must demonstrate that the proposed scheme complies with the ‘Management and Maintenance’ best practice guidance set out within this chapter.,"management-plan, community-facilities",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPSD-1,Active travel and street hierarchy,Applicants must identify a street hierarchy within developments that provides an attractive public realm and seeks to maximise active travel and opportunities for communities to meet and children to play,"street-hierarchy, walking, cycling",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPSD-2,Safe streets and attractive public realm,Applicants must demonstrate that the design of the streets and associated public realm is appropriate for the development with reference to latest guidance and best practice.,"street-safety, public-realm, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPSD-3,Futureproofing,Applicants must demonstrate that they have appropriately considered the likelihood of changing demands on the design of streets and the public realm.,"master-planning, sustainability, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPSD-4,"Street trees, SUDs and landscaping","Applicants must demonstrate that they have incorporated the provision of street trees, SUDS and landscaping into streets and other areas of public realm in accordance with the landscaping code and guidance chapter.","street-trees, suds, landscaping",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPSD-5,On-street car parking,"Applicants must demonstrate that they have maximised opportunities
for the safe provision of on-street car parking on new streets and in new
developments.","car-parking, street-design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-1,Safety and Security,"Applicants must demonstrate that in the design of public realm and
streets they have created the right conditions for people to feel safe and
secure, without the need for additional security measures.","security, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-2,Hostile vehicle mitigation,Hostile vehicle mitigation measures must be integrated seamlessly into the public realm. where appropriate.,"security, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-3,Wayfinding and legibility,"Pedestrian environments must be safe, accessible, legible and free of visual clutter, providing consistent materials, wayfinding and signage.","legibility, accessibility, signage",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-4,Street furniture,"Street furniture must make a positive contribution to the public realm and reflect and enhance the allocated Area Type and the character of the Trafford Place where the site is located. A restricted palette of materials must be used for street furniture that is simple, usable, durable and easy to maintain. It must not create visual clutter orimpede access.","furniture, design, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-5,Public art,Public art must contribute positively towards the local character and distinctiveness of the Trafford place and respond to social and cultural context.,"public-art, local-character, cultural-context",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-6,Desire lines,Applicants must demonstrate that they have carefully considered the relationship of areas of public realm with the surrounding environment and take into account pedestrian and wheeling desire lines when laying out spaces and new developments,"walking, design, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-7,Materials,"Materials used in areas of public realm must be high quality, durable and complement the local context.","materials, local-character, durability",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-8,Accessibility,Areas of public realm must be designed to be fully accessible,"accessibility, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-SPPR-9,Play and recreation,"Area of play and recreation must be inviting, inclusive, imaginative and stimulating for all ages. It must also be sensitively designed to complement and enhance the Trafford Place.","play-sports-recreation, inclusive-design, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPV-1,Context and identity,"All New Places must have a positive and coherent identity which complements the relevant Trafford Place, area type, existing landscape and/or urban context.","local-character, identity, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPV-2,Landscape strategy,The development of new places and neighbourhoods must be designed around a landscape led strategy that incorporates a network of public spaces with key corridors and routes defined through the design of the landscape.,"landscape, design, biodiversity",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPV-3,Retain and enhance existing landscape features,"In designing New Places, applicants must demonstrate that they have
maximised opportunities to retain existing landscape features, including
field boundaries, hedgerows, trees, and their settings.","landscape, biodiversity, net-gain",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPV-4,Green corridors,"The development of new places and neighbourhoods must consider the protection of existing green corridors and integration of new green corridors to promote active travel and the movement of wildlife. These corridors can include landscape buffers, linear parks, green streets, back streets or embankments.","biodiversity, walking, cycling",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPV-5,Landscape coding requirements,"The applicant must demonstrate that the proposed layout has been informed by a site wide landscape strategy, that includes landscaping proposals, sustainable drainage systems and biodiversity net gain requirements which comply with the best practice guide and coding requirements set out in the ‘Landscape, Nature and Public Realm’ section of this code.","landscape, suds, biodiversity",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPUS-1,Defining spaces,"Where buildings are proposed around the edge of public open spaces, their principal elevations must provide an active frontage. Active frontages can include residential frontages, commercial orretail uses.","active-frontage, design, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPUS-2,Creating a skyline,Tall buildings must be sited in a manner that ensures a coherent skyline is delivered.,"tall-buildings, skyline, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPUS-3,"Views, vistas and landmarks","Applicants must demonstrate that they have maximised opportunities to protect existing views, vistas and landmarks and create new views into, within and out of the New Place.","views-vistas, landmarks, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPMF-1,Connections to wider area,"The development of new places must create a network of permeable streets and connections that prioritise active travel. Developments must maximise opportunities to eitherre-establish lost routes and/or create new linkages into, through, and out to surrounding places.","street-network, cycling, walking",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPMF-2,Street network,The development of new places must create a network of permeable streets and connections that prioritise active travel,"street-network, walking, cycling",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPMU-1,Mix of Uses,"Development must maximise opportunities to provide a variety of homes, local services and facilities to create a well designed place for the whole community.","mix, local-services, community-facilities",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPMU-2,Active land uses,"Land uses should be chosen that create activity throughout the day and
evening.","active-frontage, mix, community",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPDF-1,Building coverage on plots,"Applicants must demonstrate that an appropriate balance has been
struck between building coverage and open space or public realm
provision.","building-line, open-space, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-NPDF-2,Mixed densities,"Applicants must demonstrate that a mix of densities has been provided
within a development.","density, design, community",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-1,Landscape led,"Residential layouts must be landscape led and designed around open spaces. Existing landscape features, planting and key views into and out of the site must be retained and incorporated into the residential layout, street pattern and open spaces.","landscape, open-space, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-2,Context and identity,"Applicants must demonstrate, based upon an understanding of the local context, that the development has a positive and coherent identity and can be positively integrated into its surroundings,reflecting and reinforcing the character of the area.","local-character, identity, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-3,Sustainable urban drainage solutions,"Residential projects must include Sustainable Drainage solutions. SuDS must be one of the first considerations in setting out a residential layout and incorporated at the earliest opportunity when designing layouts, street networks and provision of open space.","suds, sustainability, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-4,Active travel and street hierarchy,Residential layouts must deliver a hierarchy of different streets that maximise active travel and provide an attractive public realm where communities can meet and children play.,"street-hierarchy, walking, community",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-5,Urban greening factor(UGF),Allresidential projects must have a UGF score of over 0.4. A UGF of 0.5 must be delivered on greenfield development sites.,"biodiversity, sustainability, landscaping",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-6,Development block layout,"Applicants must demonstrate that the design of residential
development blocks has resulted from an analysis and compliance with
the sub-chapter‘Landscape led residential layouts’","landscape, block-design, layout",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSRL-7,Vehicle parking,Applicant’s must provide a parking strategy that does not result in vehicles dominating the streetscene.,"car-parking, street-design, layout",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSVS-1,Coherent rhythm and structure of streets,"Residential developments must use housing typology, building design, height,roof types, facade composition, materials, orientation and placement to create an identifiable coherent structure to streets. The chosen method for creating structure must be influenced by design cues from the surrounding area.","street-design, local-character, materials",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSVS-2,Variation,"Applicants must demonstrate that the layout delivers an appropriate level of variation in terms of building type, orientation, scale, materials and the composition of elevations having regard to the local context.","variation, design, local-character",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSVS-3,Define and enclose spaces with buildings,Buildings must be positioned and sized to define areas of open space and edges to create a human scale of enclosure.,"design, open-space, human-scale",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-RSVS-4,"Views, vistas and landmarks","Applicants must demonstrate that they have maximised opportunities
to protect existing views, vistas and landmarks and create new views
into and out of the development site.","views-vistas, landmarks, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HTFP-1,"Housing type, form and scale relevant to
context","Housing type, form and scale must reflect that of existing housing within the immediate site context.","local-character, housing-type, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HTFP-2,Building line,Houses must follow building lines to create visual order to streets. Any variance of set backs or projections from an established building line must be influenced by the existing context.,"building-line, local-character, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HTFP-3,Roof types informed by local context,The roof types and profile must reflect the immediate context.,"roof-types, local-character, materials",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HTFP-4,Depth and articulation of facades,"The form and profile of new houses must create depth and articulation, using the local context as reference","facade-articulation, design, local-character",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HTFP-5,Porch and entrance articulation,"Entrances must be clearly articulated and expressed as an integral part
of the overall house design.","design, entrance-design, articulation",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-1,Nationally Described Space Standards,All dwellings must comply with the Nationally Described Space Standards as a minimum.,"space-standards, housing-for-all, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-2,Internal living environment,"The internal layout of dwellings must be designed to optimise access to
daylight, sunlight, outlook, privacy and ventilation and mitigate any
noise transmission between habitable rooms.","light-aspect-privacy, design, internal-environment",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-3,Dual aspect dwellings,All houses must have openable windows on a minimum of two elevations.,"light-aspect-privacy, ventilation, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-4,Provision of living spaces,"Provide two living spaces for dwellings with three or more
bedrooms. Both rooms should have external windows.","living-spaces, design, functionality",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-5,Floor to ceiling heights,Floor to ceiling heights must be a minimum of 2.5 metres for at least 75% of the gross internal area.,"ceiling-heights, space-standards, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-6,External living environment,The applicant must demonstrate that all houses will be provided with private outdoor spaces that meet the functional needs and wellbeing of the occupiers.,"gardens-balconies, outdoor-spaces, wellbeing",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-7,Landscape strategy,"The proposed layout must be informed by a site wide landscape strategy,
that includes landscaping proposals, sustainable drainage systems and
biodiversity net gain requirements which comply with the best practice
guide and coding requirements set out in the ‘Landscape, Nature and
Public Realm’ section of this code.","landscape, sustainability, biodiversity",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-8,Separation distances,"The layout of two storey dwellings must ensure that a minimum of 21
metres is provided between major facing windows across private
gardens. For major facing windows across a highway, separation
distances must accord with the context of the street and the established
building line. A minimum separation distance of 15 metres between
blank gables and habitable room windows must be provided.","privacy, design, separation-distances",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-9,Rear garden separation distances,A separation distance of 10.5 metres between main windows and rear garden boundaries must be provided.,"privacy, gardens, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPL-10,Bin storage,"Bins should be stored to the rear of the dwelling or where this is not possible, to the side. Bin storage to the front of dwellings will only be permitted if a well designed concealment solution, within a dedicated structure, is proposed. Waste collection vehicles must be able to get to within 10 metres of the collection point.","waste-management, design, functionality",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HAC-1,Accessibility standards,All new homes must be designed to meet Building Regulations M4(2) Category 2: Accessible and adaptable dwellings. Building Regulations M4(3) Category 3: Wheelchair user dwellings must be provided in accordance with the New Trafford Local Plan.,"accessibility, housing-for-all, regulation-compliance",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HAC-2,Accessible external footways,"All dwellings must provide accessible external areas, footways and paths that are clear, direct and clutter free.","accessibility, outdoor-spaces, pathways",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HAC-3,Accessible parking,"Locate car parking where there is the most accessible route to the main entrance, a route which is step-free, level and free from obstruction. This may need to be from the street or parking courtyards so consider the route people take outside of the private boundary.","accessibility, parking, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HEP-1,Surrounding context and rhythm,"The elevations of new houses must reflect the surrounding context, achieve appropriate width and height proportions and be coherent so they are aesthetically pleasing and can be easily understood when viewed. The design of houses must also replicate the proportion and composition of elevations along a street to create rhythm.","local-character, design, rhythm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HEP-2,Public fronting elevations,"The principal elevation, including the building entrance, must face the street. Where corner plots face two public sides, windows should be on both elevations.","street-interaction, design, public-realm",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HEP-3,Shape and proportion of openings,"Window and door openings, including fenestration details such as glazing bars, mullions and transoms, must be in proportion with the shape of the principal elevations.","design, openings, proportionality",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HEP-4,Window opening size to wallratio,The ratio between window size and wall area must be over 25%.,"light-aspect-privacy, design, fenestration",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HMD-1,Recessed doors and windows,"Doors, windows and their frames must have a set-back of at least 75mm.
Use brickwork or materials to articulate the space around windows to
give depth and visual interest.","design, articulation, materials",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HMD-2,Reference Local building materials,Reference common materials from the surrounding context and incorporate into elevations as the primary material.,"materials, local-character, design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HMD-3,Roof materials and details,"Roof materials must be high quality and reference the surrounding context. Roofs must incorporate well detailed eaves, verges and ridges.","materials, roof-design, local-character",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPG-1,Front and side parking,Vehicle parking to the front and side of dwellings must be broken up with landscaping and must not dominate site frontages.,"parking, landscaping, site-design",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPG-2,Garage and carport parking,Detached garages and carports must be set back from the principal facade of the dwelling and integral garages must not dominate the facades of dwellings. Both garage types must allow for sufficient space to accommodate a parked carin front of the garage. Parking must not dominate the site frontage and must be broken up with landscaping.,"parking, garage-design, landscaping",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPG-3,Courtyard parking,Courtyard parking must be well landscaped and allow for natural surveillance and easy access to the dwellings it serves.,"parking, courtyard-design, surveillance",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPG-4,On-street parking,"Streets must be designed to accommodate on-street parking bays, trees and soft landscaping.","parking, street-design, landscaping",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPG-5,Undercroft parking,"Where undercroft parking is considered to be acceptable it must be
obscured from view from the street, form an integral part of the overall
elevation design, with openings kept to a minimum.","parking, undercroft-design, street-aesthetics",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HPG-6,Basement parking,"Where basement parking is considered to be acceptable, it must not be located on a principal elevation and must be integral to the overall architecture of the dwelling. Retaining walls must be kept to a minimum and designed to minimise the visual impact on the external appearance of the dwelling, the site and streetscene. A high quality landscaping scheme must form part of the overall design proposal.","parking, basement-design, landscaping",local-authority:TRF,trafford-design-code,,,,,
,design-code-rule,trafford-design-code-HTB-1,Front boundaries facing the street or other public realm,Boundary treatments must be in keeping with the surrounding traditional context.,"boundaries-edges, public-realm, traditional-context",local-authority:TRF,trafford-design-code,,,,,
